Austria,Belgium,Brazil,Canada,China (mainland),France,Germany,India,Indonesia,Iran,Italy,Japan,Malaysia,Mexico,Netherlands,Russia,Slovakia,South Africa,South Korea,Spain,Sweden,Taiwan,Ukraine,United Kingdom,United States,Vietnam
1.0,0.7354133565372656,-0.3659678842460666,-0.04313827926390967,-0.07927458641304506,0.6213833571674725,0.6176704590122579,-0.3783413740078014,-0.5186678385942021,-0.14375609897847957,0.7360817220900467,0.5865718816154523,-0.3518450232695576,-0.20786105711128455,0.7022527864293561,-0.3732662212941307,0.23707388233104185,0.4861768042066588,0.5093310393952928,0.14898433307378822,0.3117701788865125,0.4239516685576209,0.1083090837198902,0.429287535405222,0.5252343159647003,-0.5568731467341941
0.7354133565372656,1.0,-0.015689795996419224,0.100340671054563,-0.25923976883071337,0.5859778023080239,0.6610860809351612,-0.2286128440759978,-0.2774741291582356,0.10998845925230163,0.7429034798055704,0.2387963415033,-0.01716580120785066,-0.0731126320356354,0.5612673291304308,-0.3388387780317051,0.4206633831486225,0.32095970189824213,0.41458333684638987,0.05735034211250287,0.1683307922314832,0.32146077442199134,-0.08412879565518852,0.09071880552028402,0.41911692325139627,-0.3675415493022772
-0.3659678842460666,-0.015689795996419224,1.0,0.34541181769553186,0.07042867310470477,-0.34818323495520237,0.15794404724428587,0.185835554802103,0.4298705042700831,0.06466835140904202,-0.28467374588086564,-0.395024487268877,0.5237619475314135,0.26841044555786403,-0.08415222547517077,-0.2752125554646746,-0.18041683878349393,-0.1943304799128533,-0.03449338769593234,-0.5104106476494273,-0.19410486722644493,-0.10428975650690149,-0.5827864037750266,-0.4573814582920022,0.08088712486367304,0.20791351785615764
-0.04313827926390967,0.100340671054563,0.34541181769553186,1.0,0.08415966135064044,-0.23129890890060484,0.5701794567132837,0.4543078920595155,0.6224418001507621,0.16492958083541387,0.0473229956899626,-0.3821762000197021,0.42085408523068146,0.7236388389741472,0.14122179524675996,-0.6519931758909759,-0.05051235958063672,-0.422591244158968,-0.12013003864861013,-0.5676624438059316,-0.47046657486174426,0.19808651353122356,-0.755480636956026,-0.6311062912124987,0.0709565696942453,0.29137576621263295
-0.07927458641304506,-0.25923976883071337,0.07042867310470477,0.08415966135064044,1.0,0.02285714842716585,0.09794672692995934,-0.39410249356748467,-0.23991033221763503,0.22737699564486843,-0.35933945209795165,0.13342997840620188,-0.4308002409413391,-0.2625337301214575,0.20943270846689643,-0.3884364979639726,0.2952817660018641,0.08581278470135001,-0.09649579680708653,-0.003509972077386314,0.1314195155894071,-0.20107904214433853,-0.4770710853156049,0.052331023263080804,0.4733347703527876,-0.39924335178826226
0.6213833571674725,0.5859778023080239,-0.34818323495520237,-0.23129890890060484,0.02285714842716585,1.0,0.24647107484131303,-0.5790848207423525,-0.6319254055858732,0.0663439830663685,0.5276604052807878,0.4845057600770818,-0.36814482307121693,-0.4220037338484003,0.48489097559318717,-0.03345979157408096,0.41794816052350564,0.6197208653099515,0.3423106741875628,0.38966620599746304,0.29794501641874327,0.23533333085132083,0.16171912435540223,0.4683641681450178,0.3831812494184811,-0.639040100779581
0.6176704590122579,0.6610860809351612,0.15794404724428587,0.5701794567132837,0.09794672692995934,0.24647107484131303,1.0,-0.12243817179772015,0.10572048936182092,0.1796273282696116,0.48555170695135114,0.07162046002606565,0.14603475719684839,0.2826932080749319,0.6211835111814259,-0.8344610622845051,0.14280546350656437,0.10995177411083759,0.41039817404007395,-0.28366491408438027,0.05572170231523829,0.3021501538581058,-0.5815344702748645,-0.20449407982798254,0.5243297396490005,-0.21853837155158418
-0.3783413740078014,-0.2286128440759978,0.185835554802103,0.4543078920595155,-0.39410249356748467,-0.5790848207423525,-0.12243817179772015,1.0,0.5571750516732533,-0.062319307200886624,-0.2034706276612722,-0.4790920202218281,0.42667650928905787,0.6113304774897282,-0.31841166604736815,0.015259651506167439,-0.1363890703895362,-0.5406215200646329,-0.33667992264086666,-0.4504094704302509,-0.5513759335184837,0.15128573702373813,-0.15165909312434112,-0.49807065683557583,-0.4629618638353857,0.7023140521724824
-0.5186678385942021,-0.2774741291582356,0.4298705042700831,0.6224418001507621,-0.23991033221763503,-0.6319254055858732,0.10572048936182092,0.5571750516732533,1.0,0.2029225615687904,-0.23665557129443943,-0.7863973095880176,0.7753109095470806,0.7154756697699604,-0.4129255510518128,-0.18425960793534454,-0.4273162395551944,-0.7433408211783744,-0.304392409403996,-0.4391177530596175,-0.33901549433142714,-0.2189164349316572,-0.4629436803791682,-0.8196220470897345,-0.41718367677990625,0.788229286798523
-0.14375609897847957,0.10998845925230163,0.06466835140904202,0.16492958083541387,0.22737699564486843,0.0663439830663685,0.1796273282696116,-0.062319307200886624,0.2029225615687904,1.0,-0.0664882944135616,-0.40556040939871957,0.07859507613703444,-0.11203751940638035,-0.027632172677693453,-0.14753060036315624,0.3930329776114379,-0.1568490926738441,-0.19044101012985376,0.11870540189690557,0.15249495935134255,-0.46416899827125635,-0.4118573604793785,-0.46371190870228435,0.2285342320596843,0.06606507984707234
0.7360817220900467,0.7429034798055704,-0.28467374588086564,0.0473229956899626,-0.35933945209795165,0.5276604052807878,0.48555170695135114,-0.2034706276612722,-0.23665557129443943,-0.0664882944135616,1.0,0.31037161498720583,-0.13120723114354443,0.015715631370018614,0.5163259243958164,-0.1912143786380721,0.245579125792061,0.35871529550068665,0.2665795457223494,0.04715687817695898,0.08779957773176984,0.5032188566000156,0.14461404126386831,0.21656998317514853,0.22935484388466776,-0.3859888987040354
0.5865718816154523,0.2387963415033,-0.395024487268877,-0.3821762000197021,0.13342997840620188,0.4845057600770818,0.07162046002606565,-0.4790920202218281,-0.7863973095880176,-0.40556040939871957,0.31037161498720583,1.0,-0.7224287370863226,-0.47224282034164594,0.4983403748838206,-0.10445946618465506,0.09401801464132582,0.6551015682732436,0.4985478182570762,0.21385433786173613,0.20929634687209633,0.5259220850491746,0.3736095397691218,0.8129016425231854,0.4430798460294993,-0.7527398616616385
-0.3518450232695576,-0.01716580120785066,0.5237619475314135,0.42085408523068146,-0.4308002409413391,-0.36814482307121693,0.14603475719684839,0.42667650928905787,0.7753109095470806,0.07859507613703444,-0.13120723114354443,-0.7224287370863226,1.0,0.6059037856170165,-0.3363654024666577,-0.04444443467163241,-0.33500619159392014,-0.48715225415610486,-0.11865478451711241,-0.29453483251633855,-0.14979655760469512,-0.23745943679049214,-0.34668834673483284,-0.752337478424743,-0.46192666900988605,0.6837735058967994
-0.20786105711128455,-0.0731126320356354,0.26841044555786403,0.7236388389741472,-0.2625337301214575,-0.4220037338484003,0.2826932080749319,0.6113304774897282,0.7154756697699604,-0.11203751940638035,0.015715631370018614,-0.47224282034164594,0.6059037856170165,1.0,-0.13646722413336876,-0.2965042711479904,-0.2014203702188646,-0.4624244508757692,-0.15947806014979016,-0.6381362063123267,-0.6355699488483699,0.21074067649537592,-0.4267132450153577,-0.5725147764355552,-0.38058205748135704,0.5306876241392049
0.7022527864293561,0.5612673291304308,-0.08415222547517077,0.14122179524675996,0.20943270846689643,0.48489097559318717,0.6211835111814259,-0.31841166604736815,-0.4129255510518128,-0.027632172677693453,0.5163259243958164,0.4983403748838206,-0.3363654024666577,-0.13646722413336876,1.0,-0.519017435070215,0.3385551294253385,0.4195731857895606,0.4457345967397522,-0.015598202028033071,0.15968793162025388,0.4399513255249695,-0.2617178770771965,0.2406952368282899,0.5440124351089811,-0.5885373543754691
-0.3732662212941307,-0.3388387780317051,-0.2752125554646746,-0.6519931758909759,-0.3884364979639726,-0.03345979157408096,-0.8344610622845051,0.015259651506167439,-0.18425960793534454,-0.14753060036315624,-0.1912143786380721,-0.10445946618465506,-0.04444443467163241,-0.2965042711479904,-0.519017435070215,1.0,-0.05705262758393534,0.0004861487250551352,-0.39838894339552944,0.43078763302524137,0.04184297136314569,-0.3402367329158354,0.742011545451614,0.22470768551560086,-0.6208572369106824,0.1585758957279524
0.23707388233104185,0.4206633831486225,-0.18041683878349393,-0.05051235958063672,0.2952817660018641,0.41794816052350564,0.14280546350656437,-0.1363890703895362,-0.4273162395551944,0.3930329776114379,0.245579125792061,0.09401801464132582,-0.33500619159392014,-0.2014203702188646,0.3385551294253385,-0.05705262758393534,1.0,0.2475961858145704,-0.045851494065597166,0.12676591454429242,0.029069400236253963,0.0014258223225941812,-0.14602869158884932,0.004326177211372968,0.23915294102070586,-0.35944542913084093
0.4861768042066588,0.32095970189824213,-0.1943304799128533,-0.422591244158968,0.08581278470135001,0.6197208653099515,0.10995177411083759,-0.5406215200646329,-0.7433408211783744,-0.1568490926738441,0.35871529550068665,0.6551015682732436,-0.48715225415610486,-0.4624244508757692,0.4195731857895606,0.0004861487250551352,0.2475961858145704,1.0,0.36060339767459004,0.18068821618442296,0.20151560681410824,0.3090088871681732,0.26977472183829193,0.7235631059225526,0.46870240816511277,-0.7594494510593148
0.5093310393952928,0.41458333684638987,-0.03449338769593234,-0.12013003864861013,-0.09649579680708653,0.3423106741875628,0.41039817404007395,-0.33667992264086666,-0.304392409403996,-0.19044101012985376,0.2665795457223494,0.4985478182570762,-0.11865478451711241,-0.15947806014979016,0.4457345967397522,-0.39838894339552944,-0.045851494065597166,0.36060339767459004,1.0,-0.09078717132795963,0.2639674254023208,0.283423835450932,0.05352428914654682,0.3060752638770234,0.41458643120435956,-0.3086438527055057
0.14898433307378822,0.05735034211250287,-0.5104106476494273,-0.5676624438059316,-0.003509972077386314,0.38966620599746304,-0.28366491408438027,-0.4504094704302509,-0.4391177530596175,0.11870540189690557,0.04715687817695898,0.21385433786173613,-0.29453483251633855,-0.6381362063123267,-0.015598202028033071,0.43078763302524137,0.12676591454429242,0.18068821618442296,-0.09078717132795963,1.0,0.5587213064879039,-0.20363147739776835,0.4688065211300878,0.3399108446029929,0.07009718530193164,-0.2314185402148037
0.3117701788865125,0.1683307922314832,-0.19410486722644493,-0.47046657486174426,0.1314195155894071,0.29794501641874327,0.05572170231523829,-0.5513759335184837,-0.33901549433142714,0.15249495935134255,0.08779957773176984,0.20929634687209633,-0.14979655760469512,-0.6355699488483699,0.15968793162025388,0.04184297136314569,0.029069400236253963,0.20151560681410824,0.2639674254023208,0.5587213064879039,1.0,-0.31554376611130674,0.17551401211868278,0.206587852864319,0.2649325740507935,-0.29608618009675564
0.4239516685576209,0.32146077442199134,-0.10428975650690149,0.19808651353122356,-0.20107904214433853,0.23533333085132083,0.3021501538581058,0.15128573702373813,-0.2189164349316572,-0.46416899827125635,0.5032188566000156,0.5259220850491746,-0.23745943679049214,0.21074067649537592,0.4399513255249695,-0.3402367329158354,0.0014258223225941812,0.3090088871681732,0.283423835450932,-0.20363147739776835,-0.31554376611130674,1.0,0.04227044718244754,0.3319037325257308,0.22269969768960335,-0.29726280322167553
0.1083090837198902,-0.08412879565518852,-0.5827864037750266,-0.755480636956026,-0.4770710853156049,0.16171912435540223,-0.5815344702748645,-0.15165909312434112,-0.4629436803791682,-0.4118573604793785,0.14461404126386831,0.3736095397691218,-0.34668834673483284,-0.4267132450153577,-0.2617178770771965,0.742011545451614,-0.14602869158884932,0.26977472183829193,0.05352428914654682,0.4688065211300878,0.17551401211868278,0.04227044718244754,1.0,0.6339970667182698,-0.333696121095234,-0.11623583922447267
0.429287535405222,0.09071880552028402,-0.4573814582920022,-0.6311062912124987,0.052331023263080804,0.4683641681450178,-0.20449407982798254,-0.49807065683557583,-0.8196220470897345,-0.46371190870228435,0.21656998317514853,0.8129016425231854,-0.752337478424743,-0.5725147764355552,0.2406952368282899,0.22470768551560086,0.004326177211372968,0.7235631059225526,0.3060752638770234,0.3399108446029929,0.206587852864319,0.3319037325257308,0.6339970667182698,1.0,0.2772893362316593,-0.6766918716985482
0.5252343159647003,0.41911692325139627,0.08088712486367304,0.0709565696942453,0.4733347703527876,0.3831812494184811,0.5243297396490005,-0.4629618638353857,-0.41718367677990625,0.2285342320596843,0.22935484388466776,0.4430798460294993,-0.46192666900988605,-0.38058205748135704,0.5440124351089811,-0.6208572369106824,0.23915294102070586,0.46870240816511277,0.41458643120435956,0.07009718530193164,0.2649325740507935,0.22269969768960335,-0.333696121095234,0.2772893362316593,1.0,-0.5849562658001399
-0.5568731467341941,-0.3675415493022772,0.20791351785615764,0.29137576621263295,-0.39924335178826226,-0.639040100779581,-0.21853837155158418,0.7023140521724824,0.788229286798523,0.06606507984707234,-0.3859888987040354,-0.7527398616616385,0.6837735058967994,0.5306876241392049,-0.5885373543754691,0.1585758957279524,-0.35944542913084093,-0.7594494510593148,-0.3086438527055057,-0.2314185402148037,-0.29608618009675564,-0.29726280322167553,-0.11623583922447267,-0.6766918716985482,-0.5849562658001399,1.0
